Query,Abundance,BGC_product,Sample,Data_group
SRR7162302_28133_1-15568,1564.8181,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_28535_1-12608,3607.4592,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_29037_1-1783,611.77496,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_29074_15237-36388,3459.835,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_29112_28242-49027,2892.6177,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_29554_1-3413,2953.8794,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_29658_1-12467,8113.135,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_29935_6202-18650,4545.6772,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_30518_178206-198334,11337.25,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_30518_218977-239354,11506.91,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_30518_239841-261501,11145.804,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_30755_1-34076,47895.695,arylpolyene,SRR7162302,Postmenopause_Control
SRR7162302_31513_1-12375,2251.7053,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_33537_1-19620,2228.897,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_34105_29775-40749,26865.166,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_34176_51461-71730,13650.636,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_34768_1-7465,30096.549,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_35960_1-1249,3519.8032,RiPP-like,SRR7162302,Postmenopause_Control
SRR7162302_36152_92050-114920,2824.0261,LAP,SRR7162302,Postmenopause_Control
SRR7162302_36239_1-2074,2677.5017,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_36483_36714-71463,3332.0728,NRPS,SRR7162302,Postmenopause_Control
SRR7162302_36655_1-13849,2186.2825,thiopeptide,SRR7162302,Postmenopause_Control
SRR7162302_36729_1-8162,7702.7007,lanthipeptide-class-ii,SRR7162302,Postmenopause_Control
SRR7162302_37382_1-12532,19613.191,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_37751_1-1324,649.1043,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_40497_1-1328,920.9431,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_44195_1-10656,2037.9822,NRPS,SRR7162302,Postmenopause_Control
SRR7162302_44698_1-3946,3534.9612,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_45085_1-27519,1638.366,NRPS,SRR7162302,Postmenopause_Control
SRR7162302_47021_1-42996,6184.8213,arylpolyene,SRR7162302,Postmenopause_Control
SRR7162302_47054_1-6394,22916.82,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_4723_1-12408,6638.5854,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_47465_55714-76031,3437.5393,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_47656_1-3165,17357.477,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_47949_105590-127225,12799.485,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_48104_1-11583,9936.581,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_49049_1-14751,28657.898,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_49162_12451-35603,2451.2761,RiPP-like,SRR7162302,Postmenopause_Control
SRR7162302_4966_14080-34697,9665.581,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_49912_1-10748,6947.3286,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_50733_1-5890,4680.3687,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_51246_87498-173456,9516.516,hybrid,SRR7162302,Postmenopause_Control
SRR7162302_51949_1-6999,1336.5331,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_52278_1-1988,1014.2449,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_52351_1-13474,9165.15,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_52437_1-1964,774.1865,RiPP-like,SRR7162302,Postmenopause_Control
SRR7162302_52765_1-1149,834.2712,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_53234_1-19578,14305.335,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_53912_17823-39673,6478.9707,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_54835_48975-70589,26545.975,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_55114_1-19039,7545.272,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_55572_1-7158,2290.441,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_57438_156795-188048,9568.155,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_57824_97247-141509,8204.79,hybrid,SRR7162302,Postmenopause_Control
SRR7162302_5789_1-7662,1811.9086,arylpolyene,SRR7162302,Postmenopause_Control
SRR7162302_59420_1-6120,2171.2192,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_59615_1-12907,1838.7736,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_60139_38672-51008,10159.864,RiPP-like,SRR7162302,Postmenopause_Control
SRR7162302_60490_1-5225,1436.0475,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_605_1-1597,4657.007,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_6067_56718-100350,4601.388,arylpolyene,SRR7162302,Postmenopause_Control
SRR7162302_60671_1-17751,28192.41,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_61039_152891-173154,8981.321,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_61039_30056-51663,8500.708,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_61397_1-8219,2674.434,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_63158_1-7470,1632.8076,betalactone,SRR7162302,Postmenopause_Control
SRR7162302_64648_1-27957,8674.754,hybrid,SRR7162302,Postmenopause_Control
SRR7162302_64828_23321-35422,2922.5088,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_64868_1-4850,3598.4995,RiPP-like,SRR7162302,Postmenopause_Control
SRR7162302_66090_1-2537,1159.575,terpene,SRR7162302,Postmenopause_Control
SRR7162302_66253_1-11039,1356.4305,hybrid,SRR7162302,Postmenopause_Control
SRR7162302_66740_1-4918,1586.1804,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_66895_1-4837,1175.3889,terpene,SRR7162302,Postmenopause_Control
SRR7162302_67850_45827-67185,7047.6,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_68379_1-6134,1643.5586,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_69782_1-1491,709.41693,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_70930_1-1083,946.15533,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_72140_1-2251,1556.5375,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_72326_1-1937,904.4311,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_72947_1-3274,2614.8713,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_73943_1-7342,2025.9435,arylpolyene,SRR7162302,Postmenopause_Control
SRR7162302_75306_1-13570,1863.42,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_75365_10009-19288,2176.3193,RiPP-like,SRR7162302,Postmenopause_Control
SRR7162302_76888_92185-112451,17720.234,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_78421_1-12331,1849.6093,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_78857_33580-47206,10891.188,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_80152_162304-183065,4336.7773,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_80218_1-3826,1235.4364,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_80673_289-21680,6268.7764,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_81063_80266-101831,4406.536,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_81245_1-1054,1724.8494,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_81341_1-8270,3013.6665,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_8159_1-3204,1382.4248,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_8166_1-8336,2220.5452,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_8214_1-31597,2962.6235,resorcinol,SRR7162302,Postmenopause_Control
SRR7162302_82371_1-11102,1706.0146,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_83550_1-3239,1918.5629,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_84348_1-4217,2273.1257,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_84471_1-16027,32264.49,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_84556_1-2853,1622.0172,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_85365_9827-24442,1770.7715,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_8570_54060-77915,3867.1526,hybrid,SRR7162302,Postmenopause_Control
SRR7162302_85716_1-8400,2242.977,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_85780_40816-51155,26756.799,lassopeptide,SRR7162302,Postmenopause_Control
SRR7162302_85997_1-5273,31223.957,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_86427_1-4697,992.2652,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_86945_4983-25333,2483.4255,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_87818_575-15466,1808.9803,thiopeptide,SRR7162302,Postmenopause_Control
SRR7162302_8844_1-1825,1285.9517,arylpolyene,SRR7162302,Postmenopause_Control
SRR7162302_89639_44810-65592,12489.829,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_8964_1-12932,1842.8868,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_90930_1-13636,2501.624,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_91493_1-1250,1348.6191,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_91613_1-16814,3650.6494,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_92114_8579-52112,5393.908,arylpolyene,SRR7162302,Postmenopause_Control
SRR7162302_92450_1-9678,1489.1211,NRPS-like,SRR7162302,Postmenopause_Control
SRR7162302_92990_2296-22533,3926.4146,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_9311_1-10128,4921.6064,ranthipeptide,SRR7162302,Postmenopause_Control
SRR7162302_936_1-7535,2417.117,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_93827_46087-101458,30105.455,arylpolyene,SRR7162302,Postmenopause_Control
SRR7162302_93969_1-6914,1644.5918,lanthipeptide-class-ii,SRR7162302,Postmenopause_Control
SRR7162302_94090_1-1981,10778.972,cyclic-lactone-autoinducer,SRR7162302,Postmenopause_Control
SRR7162302_977_3482-22323,2392.8555,RRE-containing,SRR7162302,Postmenopause_Control
SRR7162302_9886_16116-25037,2348.8552,RiPP-like,SRR7162302,Postmenopause_Control
SRR7162303_1030_1-1222,516.52344,arylpolyene,SRR7162303,Postmenopause_Control
SRR7162303_10335_1-2471,534.1011,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_1058_1-16855,1484.3154,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_11094_1-33276,2011.2216,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_11141_1-2524,560.7761,lanthipeptide-class-ii,SRR7162303,Postmenopause_Control
SRR7162303_11373_455-12896,2836.308,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_1185_1-11086,1966.8767,siderophore,SRR7162303,Postmenopause_Control
SRR7162303_12733_3219-40861,1022.83734,NRPS-like,SRR7162303,Postmenopause_Control
SRR7162303_12742_1-2010,637.5671,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_12817_1-11447,63596.85,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_12895_1-17193,3793.585,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_13202_1-10517,876.60175,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_14273_1-6973,2290.4146,RiPP-like,SRR7162303,Postmenopause_Control
SRR7162303_14380_1-1599,454.5506,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_15139_1-1138,571.4575,RiPP-like,SRR7162303,Postmenopause_Control
SRR7162303_15171_1-4011,963.26514,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_15350_1-3596,622.31934,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_15397_1-25005,1545.1537,thiopeptide,SRR7162303,Postmenopause_Control
SRR7162303_15411_1-5454,746.9848,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_15554_1-14387,1034.324,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_16107_103024-124786,6856.1235,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_17375_8447-17025,1870.5634,RiPP-like,SRR7162303,Postmenopause_Control
SRR7162303_17511_1-4113,665.00446,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_17960_25626-46192,1367.0782,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_18523_2533-22802,2260.8945,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_18811_1-6246,1191.2275,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_18813_1-22935,1423.5803,hybrid,SRR7162303,Postmenopause_Control
SRR7162303_20233_23110-38552,2859.8257,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_20750_115366-126199,5088.0605,RiPP-like,SRR7162303,Postmenopause_Control
SRR7162303_21438_17526-37798,2141.6816,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_21605_1-11586,2271.6013,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_2253_1-2033,658.579,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_22757_1-1752,502.1934,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_23007_5767-26048,6219.438,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_23199_33615-53262,3734.2847,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_23202_1-1001,363.05017,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_23572_1-1013,528.6834,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_25295_1-3244,1344.3156,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_25434_1-13394,1516.5667,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_25582_1-1032,518.95,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_25599_123643-145242,1353.9447,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_2630_1-4400,353293.34,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_26544_1-4371,1050.2135,lanthipeptide-class-ii,SRR7162303,Postmenopause_Control
SRR7162303_26562_17487-36790,987.8591,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_27104_1-9966,2805.9094,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_27250_1-3503,911.8502,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_27287_1-8340,1371.4575,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_27293_1-9068,3473.9956,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_27965_1-4389,732.1345,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_28064_1-1768,421.91946,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_28213_1-30674,113827.36,resorcinol,SRR7162303,Postmenopause_Control
SRR7162303_29791_1-15751,18013.473,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_29807_1-15309,1309.3672,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_29896_137432-149121,5399.4126,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_30055_7392-25279,2142.8071,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_32179_13082-34437,1496.5927,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_32595_12346-32924,1932.3126,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_33633_152228-174885,1600.5309,lanthipeptide-class-iv,SRR7162303,Postmenopause_Control
SRR7162303_33684_1-1592,4289.162,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_33793_1-1267,603.85205,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_34657_1-4595,803.37616,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_34840_1-31105,6550.7183,resorcinol,SRR7162303,Postmenopause_Control
SRR7162303_35602_28552-52061,4075.1697,hybrid,SRR7162303,Postmenopause_Control
SRR7162303_36907_1-8301,1403.2465,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_374_1-2234,530.8303,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_37525_3396-24140,1081.513,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_37672_1-1211,521.2149,RiPP-like,SRR7162303,Postmenopause_Control
SRR7162303_37962_1-2308,513.8105,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_38847_1-19307,1435.4922,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_39172_3871-25247,2401.5017,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_39382_3641-20656,1165.6509,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_40339_1-11275,1399.5377,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_40560_1-1816,1527.2124,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_40689_1-2034,517.20044,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_40922_1-13423,2026.2689,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_41297_18913-40271,1377.2815,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_41394_1-1738,473.223,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_4151_1-1714,658.39777,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_41712_1-6069,728.0175,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_41716_1-1396,534.3507,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_42071_1-1340,485.31216,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_42641_1-9247,1129.3772,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_42768_1-1130,473.9438,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_44124_1-14574,49019.703,resorcinol,SRR7162303,Postmenopause_Control
SRR7162303_44394_28106-41191,1049.4572,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_44696_1-1633,855.0349,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_45454_1-1199,590.2417,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_45647_1-1100,765.0805,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_46208_1-3739,618.98047,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_47501_12619-34282,1376.432,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_48184_1-4902,659.41766,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_48348_1-5956,3683.4597,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_48689_28534-64368,41187,arylpolyene,SRR7162303,Postmenopause_Control
SRR7162303_4923_1-7480,1347.5854,RiPP-like,SRR7162303,Postmenopause_Control
SRR7162303_50105_1-3234,4015.8447,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_50212_1-12723,5820.9395,arylpolyene,SRR7162303,Postmenopause_Control
SRR7162303_50545_1-6597,10304.292,RiPP-like,SRR7162303,Postmenopause_Control
SRR7162303_51825_1-2486,561.6541,NRPS-like,SRR7162303,Postmenopause_Control
SRR7162303_52843_1-3162,731.93207,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_52869_77970-98245,68918.01,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_54028_3180-23743,1659.3363,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_54594_1-1012,453.60504,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_54883_1-1854,557.09753,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_55091_1-1295,516.9462,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_55793_1-2748,605.5495,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_56697_1-3274,771.1561,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_56874_1-3187,6133.6074,resorcinol,SRR7162303,Postmenopause_Control
SRR7162303_57730_13156-33803,1068.0671,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_57843_1-3192,16196.84,resorcinol,SRR7162303,Postmenopause_Control
SRR7162303_57877_1-1564,501.41144,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_58049_1-1551,7497.886,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_58458_1-1082,636.3886,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_58499_9288-29566,1533.6322,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_5900_5507-22399,1717.6152,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_59623_1-6490,869.40967,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_60079_19029-43272,4700.493,lanthipeptide-class-i,SRR7162303,Postmenopause_Control
SRR7162303_60846_1-1196,591.722,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_61239_1-2022,567.5671,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_61448_1-1808,528.955,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_61728_1-3923,780.0974,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_63021_51470-71739,4188.693,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_634_1-2589,480.20688,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_63506_1-1534,398.99908,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_63704_1-31620,1426.3601,arylpolyene,SRR7162303,Postmenopause_Control
SRR7162303_64937_1-4051,906.5381,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_65411_1-7466,781.3744,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_6590_1407-33206,36127.8,resorcinol,SRR7162303,Postmenopause_Control
SRR7162303_65973_1-2987,589.11475,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_6780_1-1560,968.61176,ranthipeptide,SRR7162303,Postmenopause_Control
SRR7162303_68488_1-16046,4764.4697,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_68965_1-5203,1135.9307,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_69259_1-2804,395.6372,cyclic-lactone-autoinducer,SRR7162303,Postmenopause_Control
SRR7162303_69605_1-4185,621.5708,NRPS,SRR7162303,Postmenopause_Control
SRR7162303_70304_1-1615,509.26428,NRPS-like,SRR7162303,Postmenopause_Control
SRR7162303_71563_26689-47042,4739.9355,RRE-containing,SRR7162303,Postmenopause_Control
SRR7162303_71636_1-17855,4669.541,ranthipeptide,SRR7162303,Postmenopause_Control
