Query,Abundance,BGC_product,Sample,Data_group
SRR7162300_111957_35984-57617,6464.464,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_112431_21674-45917,13751.167,lanthipeptide-class-i,SRR7162300,Premenopause_Control
SRR7162300_112653_1-1942,2127.9553,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_113_1-1432,425.27826,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_113737_1-10496,1815.2588,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_113754_8912-30555,5960.033,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_113814_67494-88289,6756.3306,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_114779_21752-32349,19143.566,lassopeptide,SRR7162300,Premenopause_Control
SRR7162300_114864_1-1881,474.08167,NRPS,SRR7162300,Premenopause_Control
SRR7162300_115561_1-6209,9762.78,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_115696_1-7438,1043.9276,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_116283_2033-15973,1159.1858,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_11632_1209-21472,1719.4739,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_116338_936-21675,3717.6267,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_116634_1-1608,825.0912,NRPS-like,SRR7162300,Premenopause_Control
SRR7162300_117072_1-10815,6250.4707,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_117187_15728-29798,2731.303,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_117198_50615-70881,3699.2202,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_11775_12047-27468,9103.614,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_118291_1-2467,608.3284,betalactone,SRR7162300,Premenopause_Control
SRR7162300_119127_1-8896,10977.662,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_120251_1-4439,832.9559,NRPS,SRR7162300,Premenopause_Control
SRR7162300_120630_1-3518,754.262,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_120935_1-12054,1012.2552,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_12162_61974-72807,2535.553,RiPP-like,SRR7162300,Premenopause_Control
SRR7162300_123430_1-7726,965.6009,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_123620_2216-13984,7405.2207,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_13165_1-11652,4332.4434,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_13376_1-9116,1431.5454,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_13821_178676-200291,1908.7554,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_14354_1-2665,1526.1686,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_14535_1-2061,548.7614,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_14601_1-1062,512.0045,NRPS,SRR7162300,Premenopause_Control
SRR7162300_15019_1-1865,781.3654,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_1562_1-5537,773.8377,NRPS,SRR7162300,Premenopause_Control
SRR7162300_15623_1-2341,752.56134,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_15726_17456-36331,1766.4055,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_15936_1-5941,823.7232,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_16677_55018-76793,3240.1187,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_17286_1-2165,653.001,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_17857_60709-78232,8597.46,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_17921_30873-63495,6001.6875,NRPS-like,SRR7162300,Premenopause_Control
SRR7162300_18257_1-4642,1382.2134,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_18329_909-22300,3144.7556,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_18622_1-1099,791.62695,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_18695_51891-71497,2554.706,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_19086_1-1102,631.57745,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_19269_1-9002,1766.1865,lanthipeptide-class-ii,SRR7162300,Premenopause_Control
SRR7162300_19744_136244-157635,3233.2107,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_20083_3046-24808,5366.7803,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_20112_1-10308,1464.3451,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_22149_38945-59668,6463.9023,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_22159_1-3452,1008.1088,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_22592_1-2048,669.06586,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_24121_1-4731,970.03577,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_24124_1-4128,1322.4897,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_24184_1-7374,955.6527,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_24218_1-9318,1696.9537,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_24706_1-15939,1614.2914,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_24842_1-6901,1774.4128,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_25005_1-1294,672.33215,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_2503_1-2399,3880.358,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_25108_1-2219,764.53204,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_25492_117749-138015,3770.0483,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_25684_1-20564,5854.2085,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_26592_1-14159,1073.7491,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_27035_20953-41213,1841.0327,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_27231_1-11746,2697.9124,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_27864_1-1017,3528.7537,arylpolyene,SRR7162300,Premenopause_Control
SRR7162300_2808_1-19544,18945.518,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_30355_25427-42396,1270.1356,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_30607_1-8131,1923.2828,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_31655_1-25547,3619.1736,NRPS-like,SRR7162300,Premenopause_Control
SRR7162300_32286_1-2491,558.8104,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_32761_8192-23887,7637.978,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_33588_1-2776,10592.917,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_34082_1-7468,966.9232,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_34240_17887-38018,3796.41,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_34726_1-2035,480.95715,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_3482_30435-50707,1617.8623,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_35286_12299-33913,2930.1807,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_36211_1-19897,7122.8145,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_36259_1-1464,668.5435,RiPP-like,SRR7162300,Premenopause_Control
SRR7162300_37339_11462-32235,1616.5367,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_37718_22351-34489,1551.6481,RiPP-like,SRR7162300,Premenopause_Control
SRR7162300_38348_107322-129011,2642.283,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_39064_1-2387,492.0391,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_3973_1-13438,3892.591,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_40494_4041-25402,1692.1831,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_40607_1-2857,677.54456,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_40896_1-1374,759.82336,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_42681_1-5105,7383.48,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_42886_1-1992,5754.1274,NRPS,SRR7162300,Premenopause_Control
SRR7162300_43524_1-1992,8669.407,NRPS,SRR7162300,Premenopause_Control
SRR7162300_43946_1-12740,6654.734,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_44474_1-6133,879.50195,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_44712_14561-35310,8213.621,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_44990_1-5249,1093.9203,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_45314_1-1709,661.789,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_45329_1-12296,11839.006,arylpolyene,SRR7162300,Premenopause_Control
SRR7162300_45918_1-10924,21491.117,resorcinol,SRR7162300,Premenopause_Control
SRR7162300_46487_1-26560,4096.95,hybrid,SRR7162300,Premenopause_Control
SRR7162300_4658_1-1429,974.10547,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_4659_1-1260,8630.933,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_46846_1-14572,3464.2905,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_47570_1-1228,602.1972,arylpolyene,SRR7162300,Premenopause_Control
SRR7162300_47879_8284-28847,6978.5156,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_48106_48938-69207,4103.1973,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_48641_1-13630,12834.548,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_4916_1-13314,41482.38,arylpolyene,SRR7162300,Premenopause_Control
SRR7162300_49327_1-1152,585.2849,NRPS,SRR7162300,Premenopause_Control
SRR7162300_504_1-11249,2878.9836,arylpolyene,SRR7162300,Premenopause_Control
SRR7162300_50404_128881-150500,2745.4036,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_50417_1-21341,12742.59,hybrid,SRR7162300,Premenopause_Control
SRR7162300_51428_1-1106,589.9625,arylpolyene,SRR7162300,Premenopause_Control
SRR7162300_52509_1-11084,8078.722,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_52735_86659-108377,2079.9604,terpene,SRR7162300,Premenopause_Control
SRR7162300_53081_6210-27586,6301.044,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_54542_1-1366,732.4285,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_54818_6572-26925,7152.0293,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_55106_1-6718,1683.5327,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_55527_1-1357,464.811,NRPS,SRR7162300,Premenopause_Control
SRR7162300_56019_1-7942,1095.4393,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_56180_1-1387,815.4273,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_56390_1-4880,935.96075,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_56583_1-2116,5591.6675,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_57514_1-4511,1658.6084,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_58528_331664-353341,6962.03,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_58704_12680-32949,12721.626,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_58955_1-11744,3598.4465,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_59578_1582-13860,1362.1396,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_59877_1-1327,458.92902,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_60272_1-4531,844.8446,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_60309_1-20352,2005.929,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_61302_24431-50195,3603.7473,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_61692_1-3920,693.5572,NRPS,SRR7162300,Premenopause_Control
SRR7162300_61793_508-21881,1526.384,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_62113_1-13125,1249.4832,lanthipeptide-class-ii,SRR7162300,Premenopause_Control
SRR7162300_62945_1-12577,3114.5479,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_64266_1-7656,1014.2023,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_65135_1-2894,1751.1189,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_65532_1-7769,17421.799,RiPP-like,SRR7162300,Premenopause_Control
SRR7162300_6646_1-4251,4343.849,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_66808_19144-39861,4145.697,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_67040_1-5167,1784.7842,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_67260_10077-30884,1788.4541,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_6759_33328-44233,1770.9471,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_6815_151323-171589,2745.1707,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_7028_1-3435,1652.6165,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_70751_1-16513,1596.3754,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_71962_1-3071,6593.683,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_71984_1-6296,1174.5524,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_72364_1-1400,574.82007,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_72859_1-1808,793.9692,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_73490_1-2620,672.42194,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_73705_56118-79973,7559.9653,hybrid,SRR7162300,Premenopause_Control
SRR7162300_73809_1-1889,690.8401,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_75128_1-14159,1288.8062,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_75533_1-1014,471.8924,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_75599_2060-14601,2795.4807,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_76590_1-14557,2632.646,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_7669_1-2314,892.9322,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_76695_1-21933,1275.2673,hybrid,SRR7162300,Premenopause_Control
SRR7162300_77202_1-4354,2098.0657,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_77948_1-11151,4657.7773,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_78633_30335-43432,1165.71,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_80463_1-6073,802.2377,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_80534_2851-23431,1177.2725,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_8180_1-1946,4325.4,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_81834_1-1028,634.726,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_82142_1-1315,1670.5286,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_82899_1-3917,705.19366,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_83047_17139-52191,7356.5005,hybrid,SRR7162300,Premenopause_Control
SRR7162300_83581_22932-35849,8243.362,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_83788_1-1952,969.388,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_84393_1-7226,963.18616,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_84624_1-14123,7352.138,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_84640_63919-84633,1884.6807,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_85593_1-15059,2576.6587,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_86289_1-2790,740.58954,arylpolyene,SRR7162300,Premenopause_Control
SRR7162300_86858_1-6805,1447.8662,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_8686_1-23537,17679.4,NRPS,SRR7162300,Premenopause_Control
SRR7162300_87173_1-7061,914.847,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_87371_32807-77695,5592.4146,hybrid,SRR7162300,Premenopause_Control
SRR7162300_87688_1-16730,19038.033,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_881_24770-72233,1892.077,NRPS,SRR7162300,Premenopause_Control
SRR7162300_88284_25718-45984,21125.367,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_88437_8843-20944,31918.62,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_8900_1-1121,853.70026,NRPS,SRR7162300,Premenopause_Control
SRR7162300_89072_1528-22440,1638.0317,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_89088_1-7895,8578.766,hybrid,SRR7162300,Premenopause_Control
SRR7162300_89311_1-7257,1801.2568,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_90471_1-4662,671.813,NRPS-like,SRR7162300,Premenopause_Control
SRR7162300_90646_1-31527,1258.3467,hybrid,SRR7162300,Premenopause_Control
SRR7162300_90649_1-2421,30796.71,resorcinol,SRR7162300,Premenopause_Control
SRR7162300_90839_22573-44308,4391.8164,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_91356_1-12287,1304.6072,NRPS,SRR7162300,Premenopause_Control
SRR7162300_91641_5217-26584,2445.953,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_92348_1-2331,709.13617,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_92395_20402-41148,2308.449,CDPS,SRR7162300,Premenopause_Control
SRR7162300_93385_4705-18636,3859.165,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_93439_1-2629,785.94336,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_93478_1-7891,5779.9575,hybrid,SRR7162300,Premenopause_Control
SRR7162300_94247_1-2882,573.5587,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_94475_1-19843,1155.2911,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_94888_1-9962,7674.27,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_95103_1-4146,750.17914,NRPS,SRR7162300,Premenopause_Control
SRR7162300_95466_128775-170881,9361.772,hybrid,SRR7162300,Premenopause_Control
SRR7162300_95873_20190-41501,2377.8804,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_96185_1-20325,1509.9225,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_96215_1-12243,3615.2202,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_97078_1688-26253,1259.8789,NRPS,SRR7162300,Premenopause_Control
SRR7162300_97236_1-13378,2941.0713,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_97393_1104-22711,6628.2583,ranthipeptide,SRR7162300,Premenopause_Control
SRR7162300_97393_123881-144144,6984.155,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_97859_1-6054,3032.2034,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_98139_25894-45092,1255.2184,RRE-containing,SRR7162300,Premenopause_Control
SRR7162300_98322_1-15199,1718.6451,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_98606_7463-28032,4454.6685,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_9959_1-8213,746.80206,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_9989_52303-72857,3412.4832,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162300_99908_1-1962,3115.0542,cyclic-lactone-autoinducer,SRR7162300,Premenopause_Control
SRR7162310_10270_1-13133,1621.1892,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_10270_26840-47594,1881.52,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_10434_1-1371,1003.742,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_10864_43949-64681,16818.904,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_11208_1-2016,13613.455,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_12426_79027-100626,10401.519,ranthipeptide,SRR7162310,Premenopause_Control
SRR7162310_12556_233452-274588,74515.484,resorcinol,SRR7162310,Premenopause_Control
SRR7162310_12570_11354-31581,36186.063,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_12600_1-6119,10141.477,RiPP-like,SRR7162310,Premenopause_Control
SRR7162310_13882_1-3115,1141.948,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_13933_54524-66734,18771.322,RiPP-like,SRR7162310,Premenopause_Control
SRR7162310_14464_1-10711,2787.736,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_14505_1-13592,4622.9146,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_14987_1-4902,21208.236,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_15209_176850-197416,15826.024,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_15449_1-13378,9050.195,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_15605_64034-106538,2682.9092,NRPS-like,SRR7162310,Premenopause_Control
SRR7162310_15864_74572-94925,20029.098,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_16037_1-12882,7562.464,arylpolyene,SRR7162310,Premenopause_Control
SRR7162310_16759_1-1638,681.61395,RiPP-like,SRR7162310,Premenopause_Control
SRR7162310_16774_425-16989,21853.32,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_1715_1-5895,1268.5057,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_1875_1-4444,4779.287,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_19477_1-1102,589.0366,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_2285_1-6609,1103.9624,NRPS-like,SRR7162310,Premenopause_Control
SRR7162310_22964_24319-47426,2359.6128,lanthipeptide-class-ii,SRR7162310,Premenopause_Control
SRR7162310_23119_1-6661,46776.277,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_23152_45211-65474,9509.979,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_23729_1-7915,7226.8213,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_25207_1-10775,3826.6343,arylpolyene,SRR7162310,Premenopause_Control
SRR7162310_25338_27976-39016,4820.912,RiPP-like,SRR7162310,Premenopause_Control
SRR7162310_25345_1-2144,3657.3455,arylpolyene,SRR7162310,Premenopause_Control
SRR7162310_25373_1-5040,1267.3262,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_26100_7319-27669,20095.844,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_26410_32203-79712,76811.55,arylpolyene,SRR7162310,Premenopause_Control
SRR7162310_26878_1-3946,881.7216,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_28106_1-2553,4596.967,ranthipeptide,SRR7162310,Premenopause_Control
SRR7162310_28129_1-1973,1039.642,NRPS-like,SRR7162310,Premenopause_Control
SRR7162310_28318_45759-68799,11918.015,hybrid,SRR7162310,Premenopause_Control
SRR7162310_2933_1-32497,47697.215,arylpolyene,SRR7162310,Premenopause_Control
SRR7162310_30955_1-3650,825.1802,RiPP-like,SRR7162310,Premenopause_Control
SRR7162310_31415_1-7527,5143.2725,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_31422_1-1173,752.6008,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_31511_137432-149121,4693.1963,ranthipeptide,SRR7162310,Premenopause_Control
SRR7162310_32186_1-2958,1246.4473,RRE-containing,SRR7162310,Premenopause_Control
SRR7162310_32458_1726-23281,4290.516,cyclic-lactone-autoinducer,SRR7162310,Premenopause_Control
SRR7162310_32576_1-42922,4398.4326,arylpolyene,SRR7162310,Premenopause_Control
